sale_id,sale_date,sale_hour,item_id,item_name,category,quantity,unit_price,total_amount,weather,temperature,day_of_week
S00001845,2026-01-15,12,I001,アイスクリーム バニラ,アイス,1,180,180,cloudy,11.2,3
S00001846,2026-01-15,12,C002,カップ麺 味噌,カップ麺,1,220,220,cloudy,11.2,3
S00001847,2026-01-15,12,D002,コーヒー 缶,飲料,1,130,130,cloudy,11.2,3
S00001848,2026-01-15,12,O001,おにぎり 鮭,おにぎり,1,140,140,cloudy,11.2,3
S00001849,2026-01-15,12,N002,ピザまん,中華まん,1,150,150,cloudy,11.2,3
S00001850,2026-01-15,12,K001,からあげクン レギュラー,ホットスナック,1,238,238,cloudy,11.2,3
S00001851,2026-01-15,12,S001,サンドイッチ たまご,サンドイッチ,1,298,298,cloudy,11.2,3
S00001852,2026-01-15,12,L002,Lチキ 旨辛,ホットスナック,1,210,210,cloudy,11.2,3
S00001853,2026-01-15,12,O002,おにぎり ツナマヨ,おにぎり,1,130,130,cloudy,11.2,3
S00001854,2026-01-15,12,L002,Lチキ 旨辛,ホットスナック,3,210,630,cloudy,11.2,3
S00001855,2026-01-15,12,O004,おにぎり 梅,おにぎり,1,120,120,cloudy,11.2,3
S00001856,2026-01-15,12,S002,サンドイッチ ハムチーズ,サンドイッチ,1,328,328,cloudy,11.2,3
S00001857,2026-01-15,12,I002,アイスクリーム チョコ,アイス,1,180,180,cloudy,11.2,3
S00001858,2026-01-15,12,K003,からあげクン チーズ,ホットスナック,1,238,238,cloudy,11.2,3
S00001859,2026-01-15,12,OD01,おでん 大根,おでん,3,90,270,cloudy,11.2,3
S00001860,2026-01-15,12,O004,おにぎり 梅,おにぎり,1,120,120,cloudy,11.2,3
S00001861,2026-01-15,12,O002,おにぎり ツナマヨ,おにぎり,3,130,390,cloudy,11.2,3
S00001862,2026-01-15,12,C002,カップ麺 味噌,カップ麺,1,220,220,cloudy,11.2,3
S00001863,2026-01-15,12,O002,おにぎり ツナマヨ,おにぎり,1,130,130,cloudy,11.2,3
S00001864,2026-01-15,12,K003,からあげクン チーズ,ホットスナック,1,238,238,cloudy,11.2,3
S00001865,2026-01-15,13,O003,おにぎり 明太子,おにぎり,3,150,450,cloudy,11.2,3
S00001866,2026-01-15,13,OD03,おでん ちくわ,おでん,1,110,110,cloudy,11.2,3
S00001867,2026-01-15,13,S002,サンドイッチ ハムチーズ,サンドイッチ,1,328,328,cloudy,11.2,3
S00001868,2026-01-15,13,SW01,シュークリーム,スイーツ,1,150,150,cloudy,11.2,3
S00001869,2026-01-15,13,N001,肉まん,中華まん,1,150,150,cloudy,11.2,3
S00001870,2026-01-15,13,SW01,シュークリーム,スイーツ,1,150,150,cloudy,11.2,3
S00001871,2026-01-15,13,B003,チキン南蛮弁当,弁当,1,548,548,cloudy,11.2,3
S00001872,2026-01-15,13,K001,からあげクン レギュラー,ホットスナック,1,238,238,cloudy,11.2,3
S00001873,2026-01-15,13,K002,からあげクン レッド,ホットスナック,1,238,238,cloudy,11.2,3
S00001874,2026-01-15,13,SW02,プリン,スイーツ,1,180,180,cloudy,11.2,3
S00001875,2026-01-15,13,O002,おにぎり ツナマヨ,おにぎり,1,130,130,cloudy,11.2,3
S00001876,2026-01-15,13,SW01,シュークリーム,スイーツ,1,150,150,cloudy,11.2,3
S00001877,2026-01-15,13,K001,からあげクン レギュラー,ホットスナック,1,238,238,cloudy,11.2,3
S00001878,2026-01-15,13,O002,おにぎり ツナマヨ,おにぎり,1,130,130,cloudy,11.2,3
S00001879,2026-01-15,13,D003,スポーツドリンク,飲料,1,160,160,cloudy,11.2,3
S00001880,2026-01-15,13,K002,からあげクン レッド,ホットスナック,3,238,714,cloudy,11.2,3
S00001881,2026-01-15,13,O003,おにぎり 明太子,おにぎり,1,150,150,cloudy,11.2,3
S00001882,2026-01-15,13,S002,サンドイッチ ハムチーズ,サンドイッチ,1,328,328,cloudy,11.2,3
S00001883,2026-01-15,13,I002,アイスクリーム チョコ,アイス,2,180,360,cloudy,11.2,3
S00001884,2026-01-15,13,B003,チキン南蛮弁当,弁当,1,548,548,cloudy,11.2,3
S00001885,2026-01-15,13,I002,アイスクリーム チョコ,アイス,2,180,360,cloudy,11.2,3
S00001886,2026-01-15,13,O002,おにぎり ツナマヨ,おにぎり,1,130,130,cloudy,11.2,3
S00001887,2026-01-15,14,OD01,おでん 大根,おでん,1,90,90,cloudy,11.2,3
S00001888,2026-01-15,14,K002,からあげクン レッド,ホットスナック,3,238,714,cloudy,11.2,3
S00001889,2026-01-15,14,D004,コーラ 500ml,飲料,1,170,170,cloudy,11.2,3
S00001890,2026-01-15,14,D002,コーヒー 缶,飲料,1,130,130,cloudy,11.2,3
S00001891,2026-01-15,14,S002,サンドイッチ ハムチーズ,サンドイッチ,1,328,328,cloudy,11.2,3
S00001892,2026-01-15,14,S002,サンドイッチ ハムチーズ,サンドイッチ,3,328,984,cloudy,11.2,3
S00001893,2026-01-15,14,S002,サンドイッチ ハムチーズ,サンドイッチ,3,328,984,cloudy,11.2,3
S00001894,2026-01-15,14,B002,のり弁当,弁当,1,398,398,cloudy,11.2,3
S00001895,2026-01-15,14,K003,からあげクン チーズ,ホットスナック,1,238,238,cloudy,11.2,3
S00001896,2026-01-15,14,B003,チキン南蛮弁当,弁当,2,548,1096,cloudy,11.2,3
S00001897,2026-01-15,14,S002,サンドイッチ ハムチーズ,サンドイッチ,1,328,328,cloudy,11.2,3
S00001898,2026-01-15,15,I002,アイスクリーム チョコ,アイス,1,180,180,cloudy,11.2,3
S00001899,2026-01-15,15,SW02,プリン,スイーツ,1,180,180,cloudy,11.2,3
S00001900,2026-01-15,15,S002,サンドイッチ ハムチーズ,サンドイッチ,1,328,328,cloudy,11.2,3
S00001901,2026-01-15,15,K001,からあげクン レギュラー,ホットスナック,1,238,238,cloudy,11.2,3
S00001902,2026-01-15,15,D004,コーラ 500ml,飲料,1,170,170,cloudy,11.2,3
S00001903,2026-01-15,15,I001,アイスクリーム バニラ,アイス,1,180,180,cloudy,11.2,3
S00001904,2026-01-15,15,D003,スポーツドリンク,飲料,1,160,160,cloudy,11.2,3
S00001905,2026-01-15,16,B002,のり弁当,弁当,1,398,398,cloudy,11.2,3
S00001906,2026-01-15,16,O001,おにぎり 鮭,おにぎり,1,140,140,cloudy,11.2,3
S00001907,2026-01-15,16,B002,のり弁当,弁当,3,398,1194,cloudy,11.2,3
S00001908,2026-01-15,16,S002,サンドイッチ ハムチーズ,サンドイッチ,1,328,328,cloudy,11.2,3
S00001909,2026-01-15,16,SW02,プリン,スイーツ,1,180,180,cloudy,11.2,3
S00001910,2026-01-15,17,OD02,おでん たまご,おでん,1,100,100,cloudy,11.2,3
S00001911,2026-01-15,17,OD02,おでん たまご,おでん,1,100,100,cloudy,11.2,3
S00001912,2026-01-15,17,C001,カップ麺 醤油,カップ麺,1,220,220,cloudy,11.2,3
S00001913,2026-01-15,17,OD02,おでん たまご,おでん,1,100,100,cloudy,11.2,3
S00001914,2026-01-15,17,S002,サンドイッチ ハムチーズ,サンドイッチ,1,328,328,cloudy,11.2,3
S00001915,2026-01-15,17,S001,サンドイッチ たまご,サンドイッチ,1,298,298,cloudy,11.2,3
S00001916,2026-01-15,17,C002,カップ麺 味噌,カップ麺,1,220,220,cloudy,11.2,3
S00001917,2026-01-15,17,D002,コーヒー 缶,飲料,1,130,130,cloudy,11.2,3
S00001918,2026-01-15,17,D001,お茶 500ml,飲料,1,150,150,cloudy,11.2,3
S00001919,2026-01-15,17,C001,カップ麺 醤油,カップ麺,1,220,220,cloudy,11.2,3
S00001920,2026-01-15,17,K003,からあげクン チーズ,ホットスナック,1,238,238,cloudy,11.2,3
S00001921,2026-01-15,17,O001,おにぎり 鮭,おにぎり,1,140,140,cloudy,11.2,3
S00001922,2026-01-15,17,OD03,おでん ちくわ,おでん,1,110,110,cloudy,11.2,3
S00001923,2026-01-15,17,N002,ピザまん,中華まん,1,150,150,cloudy,11.2,3
S00001924,2026-01-15,17,B002,のり弁当,弁当,1,398,398,cloudy,11.2,3
S00001925,2026-01-15,17,OD02,おでん たまご,おでん,1,100,100,cloudy,11.2,3
S00001926,2026-01-15,17,B003,チキン南蛮弁当,弁当,1,548,548,cloudy,11.2,3
S00001927,2026-01-15,17,I002,アイスクリーム チョコ,アイス,1,180,180,cloudy,11.2,3
S00001928,2026-01-15,17,D004,コーラ 500ml,飲料,1,170,170,cloudy,11.2,3
S00001929,2026-01-15,18,O003,おにぎり 明太子,おにぎり,1,150,150,cloudy,11.2,3
S00001930,2026-01-15,18,D001,お茶 500ml,飲料,1,150,150,cloudy,11.2,3
S00001931,2026-01-15,18,S001,サンドイッチ たまご,サンドイッチ,1,298,298,cloudy,11.2,3
S00001932,2026-01-15,19,D004,コーラ 500ml,飲料,1,170,170,cloudy,11.2,3
S00001933,2026-01-15,19,SW01,シュークリーム,スイーツ,3,150,450,cloudy,11.2,3
S00001934,2026-01-15,19,B003,チキン南蛮弁当,弁当,1,548,548,cloudy,11.2,3
S00001935,2026-01-15,19,B002,のり弁当,弁当,2,398,796,cloudy,11.2,3
S00001936,2026-01-15,19,L001,Lチキ,ホットスナック,1,210,210,cloudy,11.2,3
S00001937,2026-01-15,19,O004,おにぎり 梅,おにぎり,1,120,120,cloudy,11.2,3
S00001938,2026-01-15,19,O002,おにぎり ツナマヨ,おにぎり,1,130,130,cloudy,11.2,3
S00001939,2026-01-15,19,O002,おにぎり ツナマヨ,おにぎり,1,130,130,cloudy,11.2,3
S00001940,2026-01-15,19,OD03,おでん ちくわ,おでん,1,110,110,cloudy,11.2,3
S00001941,2026-01-15,19,D003,スポーツドリンク,飲料,3,160,480,cloudy,11.2,3
S00001942,2026-01-15,19,L001,Lチキ,ホットスナック,2,210,420,cloudy,11.2,3
S00001943,2026-01-15,19,N001,肉まん,中華まん,1,150,150,cloudy,11.2,3
S00001944,2026-01-15,19,SW01,シュークリーム,スイーツ,1,150,150,cloudy,11.2,3
S00001945,2026-01-15,19,K002,からあげクン レッド,ホットスナック,1,238,238,cloudy,11.2,3
S00001946,2026-01-15,20,C001,カップ麺 醤油,カップ麺,1,220,220,cloudy,11.2,3
S00001947,2026-01-15,20,K001,からあげクン レギュラー,ホットスナック,1,238,238,cloudy,11.2,3
S00001948,2026-01-15,20,OD01,おでん 大根,おでん,1,90,90,cloudy,11.2,3
S00001949,2026-01-15,20,O002,おにぎり ツナマヨ,おにぎり,1,130,130,cloudy,11.2,3
S00001950,2026-01-15,20,I001,アイスクリーム バニラ,アイス,3,180,540,cloudy,11.2,3
S00001951,2026-01-15,20,O001,おにぎり 鮭,おにぎり,1,140,140,cloudy,11.2,3
S00001952,2026-01-15,20,B003,チキン南蛮弁当,弁当,1,548,548,cloudy,11.2,3
S00001953,2026-01-15,20,D001,お茶 500ml,飲料,1,150,150,cloudy,11.2,3
S00001954,2026-01-15,20,K001,からあげクン レギュラー,ホットスナック,1,238,238,cloudy,11.2,3
S00001955,2026-01-15,20,C002,カップ麺 味噌,カップ麺,3,220,660,cloudy,11.2,3
S00001956,2026-01-15,21,SW02,プリン,スイーツ,1,180,180,cloudy,11.2,3
S00001957,2026-01-15,21,O003,おにぎり 明太子,おにぎり,1,150,150,cloudy,11.2,3
S00001958,2026-01-15,21,SW02,プリン,スイーツ,1,180,180,cloudy,11.2,3
S00001959,2026-01-15,21,L002,Lチキ 旨辛,ホットスナック,1,210,210,cloudy,11.2,3
S00001960,2026-01-15,21,D004,コーラ 500ml,飲料,1,170,170,cloudy,11.2,3
S00001961,2026-01-15,21,D002,コーヒー 缶,飲料,1,130,130,cloudy,11.2,3
S00001962,2026-01-15,22,B001,幕の内弁当,弁当,1,498,498,cloudy,11.2,3
S00001963,2026-01-15,22,OD02,おでん たまご,おでん,1,100,100,cloudy,11.2,3
S00001964,2026-01-15,22,B001,幕の内弁当,弁当,1,498,498,cloudy,11.2,3
S00001965,2026-01-15,22,O004,おにぎり 梅,おにぎり,1,120,120,cloudy,11.2,3
S00001966,2026-01-15,22,OD02,おでん たまご,おでん,1,100,100,cloudy,11.2,3
S00001967,2026-01-15,23,B001,幕の内弁当,弁当,1,498,498,cloudy,11.2,3
S00001968,2026-01-15,23,K001,からあげクン レギュラー,ホットスナック,3,238,714,cloudy,11.2,3
S00001969,2026-01-15,23,O004,おにぎり 梅,おにぎり,1,120,120,cloudy,11.2,3
S00001970,2026-01-15,23,OD02,おでん たまご,おでん,1,100,100,cloudy,11.2,3
S00001971,2026-01-16,6,S001,サンドイッチ たまご,サンドイッチ,1,298,298,sunny,15.7,4
S00001972,2026-01-16,6,I001,アイスクリーム バニラ,アイス,1,180,180,sunny,15.7,4
S00001973,2026-01-16,6,OD01,おでん 大根,おでん,1,90,90,sunny,15.7,4
S00001974,2026-01-16,6,K002,からあげクン レッド,ホットスナック,1,238,238,sunny,15.7,4
S00001975,2026-01-16,6,D001,お茶 500ml,飲料,1,150,150,sunny,15.7,4
S00001976,2026-01-16,6,D003,スポーツドリンク,飲料,1,160,160,sunny,15.7,4
S00001977,2026-01-16,6,O003,おにぎり 明太子,おにぎり,1,150,150,sunny,15.7,4
S00001978,2026-01-16,6,D002,コーヒー 缶,飲料,1,130,130,sunny,15.7,4
S00001979,2026-01-16,6,L002,Lチキ 旨辛,ホットスナック,1,210,210,sunny,15.7,4
S00001980,2026-01-16,6,K003,からあげクン チーズ,ホットスナック,1,238,238,sunny,15.7,4
S00001981,2026-01-16,6,S002,サンドイッチ ハムチーズ,サンドイッチ,1,328,328,sunny,15.7,4
S00001982,2026-01-16,6,I001,アイスクリーム バニラ,アイス,1,180,180,sunny,15.7,4
S00001983,2026-01-16,7,O004,おにぎり 梅,おにぎり,1,120,120,sunny,15.7,4
S00001984,2026-01-16,7,SW01,シュークリーム,スイーツ,1,150,150,sunny,15.7,4
S00001985,2026-01-16,7,SW01,シュークリーム,スイーツ,1,150,150,sunny,15.7,4
S00001986,2026-01-16,7,L001,Lチキ,ホットスナック,1,210,210,sunny,15.7,4
S00001987,2026-01-16,7,K001,からあげクン レギュラー,ホットスナック,1,238,238,sunny,15.7,4
S00001988,2026-01-16,7,K001,からあげクン レギュラー,ホットスナック,1,238,238,sunny,15.7,4
S00001989,2026-01-16,7,S001,サンドイッチ たまご,サンドイッチ,1,298,298,sunny,15.7,4
S00001990,2026-01-16,7,D001,お茶 500ml,飲料,1,150,150,sunny,15.7,4
S00001991,2026-01-16,7,D004,コーラ 500ml,飲料,1,170,170,sunny,15.7,4
S00001992,2026-01-16,7,K003,からあげクン チーズ,ホットスナック,1,238,238,sunny,15.7,4
S00001993,2026-01-16,7,L002,Lチキ 旨辛,ホットスナック,1,210,210,sunny,15.7,4
S00001994,2026-01-16,7,B003,チキン南蛮弁当,弁当,1,548,548,sunny,15.7,4
S00001995,2026-01-16,7,O001,おにぎり 鮭,おにぎり,3,140,420,sunny,15.7,4
S00001996,2026-01-16,7,I002,アイスクリーム チョコ,アイス,1,180,180,sunny,15.7,4
S00001997,2026-01-16,7,L001,Lチキ,ホットスナック,1,210,210,sunny,15.7,4
S00001998,2026-01-16,7,O002,おにぎり ツナマヨ,おにぎり,1,130,130,sunny,15.7,4
S00001999,2026-01-16,7,S001,サンドイッチ たまご,サンドイッチ,1,298,298,sunny,15.7,4
S00002000,2026-01-16,7,K001,からあげクン レギュラー,ホットスナック,1,238,238,sunny,15.7,4
S00002001,2026-01-16,7,I001,アイスクリーム バニラ,アイス,1,180,180,sunny,15.7,4
S00002002,2026-01-16,7,SW02,プリン,スイーツ,1,180,180,sunny,15.7,4
S00002003,2026-01-16,7,D004,コーラ 500ml,飲料,1,170,170,sunny,15.7,4
S00002004,2026-01-16,7,O004,おにぎり 梅,おにぎり,1,120,120,sunny,15.7,4
S00002005,2026-01-16,7,K002,からあげクン レッド,ホットスナック,2,238,476,sunny,15.7,4
S00002006,2026-01-16,8,O001,おにぎり 鮭,おにぎり,2,140,280,sunny,15.7,4
S00002007,2026-01-16,8,SW01,シュークリーム,スイーツ,1,150,150,sunny,15.7,4
S00002008,2026-01-16,8,S001,サンドイッチ たまご,サンドイッチ,1,298,298,sunny,15.7,4
S00002009,2026-01-16,8,I002,アイスクリーム チョコ,アイス,1,180,180,sunny,15.7,4
S00002010,2026-01-16,8,B003,チキン南蛮弁当,弁当,1,548,548,sunny,15.7,4
S00002011,2026-01-16,8,SW01,シュークリーム,スイーツ,1,150,150,sunny,15.7,4
S00002012,2026-01-16,8,D004,コーラ 500ml,飲料,1,170,170,sunny,15.7,4
S00002013,2026-01-16,8,L002,Lチキ 旨辛,ホットスナック,1,210,210,sunny,15.7,4
S00002014,2026-01-16,8,O002,おにぎり ツナマヨ,おにぎり,1,130,130,sunny,15.7,4
S00002015,2026-01-16,8,D004,コーラ 500ml,飲料,1,170,170,sunny,15.7,4
S00002016,2026-01-16,8,SW01,シュークリーム,スイーツ,1,150,150,sunny,15.7,4
S00002017,2026-01-16,8,K002,からあげクン レッド,ホットスナック,1,238,238,sunny,15.7,4
S00002018,2026-01-16,8,L002,Lチキ 旨辛,ホットスナック,1,210,210,sunny,15.7,4
S00002019,2026-01-16,8,K003,からあげクン チーズ,ホットスナック,1,238,238,sunny,15.7,4
S00002020,2026-01-16,9,O004,おにぎり 梅,おにぎり,1,120,120,sunny,15.7,4
S00002021,2026-01-16,9,D003,スポーツドリンク,飲料,1,160,160,sunny,15.7,4
S00002022,2026-01-16,9,OD03,おでん ちくわ,おでん,1,110,110,sunny,15.7,4
S00002023,2026-01-16,9,K001,からあげクン レギュラー,ホットスナック,1,238,238,sunny,15.7,4
S00002024,2026-01-16,9,I001,アイスクリーム バニラ,アイス,1,180,180,sunny,15.7,4
S00002025,2026-01-16,9,K002,からあげクン レッド,ホットスナック,1,238,238,sunny,15.7,4
S00002026,2026-01-16,9,D002,コーヒー 缶,飲料,1,130,130,sunny,15.7,4
S00002027,2026-01-16,9,D001,お茶 500ml,飲料,1,150,150,sunny,15.7,4
S00002028,2026-01-16,9,D001,お茶 500ml,飲料,1,150,150,sunny,15.7,4
S00002029,2026-01-16,9,S002,サンドイッチ ハムチーズ,サンドイッチ,2,328,656,sunny,15.7,4
S00002030,2026-01-16,9,K002,からあげクン レッド,ホットスナック,1,238,238,sunny,15.7,4
S00002031,2026-01-16,9,O004,おにぎり 梅,おにぎり,1,120,120,sunny,15.7,4
S00002032,2026-01-16,9,B002,のり弁当,弁当,1,398,398,sunny,15.7,4
S00002033,2026-01-16,9,D003,スポーツドリンク,飲料,1,160,160,sunny,15.7,4
S00002034,2026-01-16,9,O001,おにぎり 鮭,おにぎり,1,140,140,sunny,15.7,4
S00002035,2026-01-16,9,OD01,おでん 大根,おでん,1,90,90,sunny,15.7,4
S00002036,2026-01-16,9,O002,おにぎり ツナマヨ,おにぎり,1,130,130,sunny,15.7,4
S00002037,2026-01-16,9,D003,スポーツドリンク,飲料,1,160,160,sunny,15.7,4
S00002038,2026-01-16,9,B003,チキン南蛮弁当,弁当,1,548,548,sunny,15.7,4
S00002039,2026-01-16,9,D001,お茶 500ml,飲料,1,150,150,sunny,15.7,4
S00002040,2026-01-16,9,D003,スポーツドリンク,飲料,1,160,160,sunny,15.7,4
S00002041,2026-01-16,10,D001,お茶 500ml,飲料,1,150,150,sunny,15.7,4
S00002042,2026-01-16,10,OD01,おでん 大根,おでん,1,90,90,sunny,15.7,4
S00002043,2026-01-16,10,OD03,おでん ちくわ,おでん,1,110,110,sunny,15.7,4
S00002044,2026-01-16,10,D001,お茶 500ml,飲料,1,150,150,sunny,15.7,4
S00002045,2026-01-16,10,D002,コーヒー 缶,飲料,1,130,130,sunny,15.7,4
S00002046,2026-01-16,10,D004,コーラ 500ml,飲料,1,170,170,sunny,15.7,4
S00002047,2026-01-16,10,I001,アイスクリーム バニラ,アイス,1,180,180,sunny,15.7,4
S00002048,2026-01-16,10,B002,のり弁当,弁当,1,398,398,sunny,15.7,4
S00002049,2026-01-16,10,K002,からあげクン レッド,ホットスナック,2,238,476,sunny,15.7,4
S00002050,2026-01-16,11,D003,スポーツドリンク,飲料,2,160,320,sunny,15.7,4
S00002051,2026-01-16,11,B003,チキン南蛮弁当,弁当,1,548,548,sunny,15.7,4
S00002052,2026-01-16,11,B001,幕の内弁当,弁当,1,498,498,sunny,15.7,4
S00002053,2026-01-16,11,OD03,おでん ちくわ,おでん,1,110,110,sunny,15.7,4
S00002054,2026-01-16,11,I002,アイスクリーム チョコ,アイス,1,180,180,sunny,15.7,4
S00002055,2026-01-16,11,D001,お茶 500ml,飲料,1,150,150,sunny,15.7,4
S00002056,2026-01-16,11,I001,アイスクリーム バニラ,アイス,1,180,180,sunny,15.7,4
S00002057,2026-01-16,11,K003,からあげクン チーズ,ホットスナック,1,238,238,sunny,15.7,4
S00002058,2026-01-16,11,S001,サンドイッチ たまご,サンドイッチ,1,298,298,sunny,15.7,4
S00002059,2026-01-16,11,O002,おにぎり ツナマヨ,おにぎり,1,130,130,sunny,15.7,4
S00002060,2026-01-16,11,O001,おにぎり 鮭,おにぎり,1,140,140,sunny,15.7,4
S00002061,2026-01-16,11,S002,サンドイッチ ハムチーズ,サンドイッチ,3,328,984,sunny,15.7,4
S00002062,2026-01-16,11,I001,アイスクリーム バニラ,アイス,1,180,180,sunny,15.7,4
S00002063,2026-01-16,11,S002,サンドイッチ ハムチーズ,サンドイッチ,1,328,328,sunny,15.7,4
S00002064,2026-01-16,11,D004,コーラ 500ml,飲料,1,170,170,sunny,15.7,4
S00002065,2026-01-16,11,K003,からあげクン チーズ,ホットスナック,1,238,238,sunny,15.7,4
S00002066,2026-01-16,11,S002,サンドイッチ ハムチーズ,サンドイッチ,1,328,328,sunny,15.7,4
S00002067,2026-01-16,12,D001,お茶 500ml,飲料,3,150,450,sunny,15.7,4
S00002068,2026-01-16,12,S002,サンドイッチ ハムチーズ,サンドイッチ,3,328,984,sunny,15.7,4
S00002069,2026-01-16,12,B002,のり弁当,弁当,1,398,398,sunny,15.7,4
S00002070,2026-01-16,12,I002,アイスクリーム チョコ,アイス,1,180,180,sunny,15.7,4
S00002071,2026-01-16,12,O002,おにぎり ツナマヨ,おにぎり,1,130,130,sunny,15.7,4
S00002072,2026-01-16,12,B001,幕の内弁当,弁当,1,498,498,sunny,15.7,4
S00002073,2026-01-16,12,I001,アイスクリーム バニラ,アイス,1,180,180,sunny,15.7,4
S00002074,2026-01-16,12,B003,チキン南蛮弁当,弁当,2,548,1096,sunny,15.7,4
S00002075,2026-01-16,12,D004,コーラ 500ml,飲料,2,170,340,sunny,15.7,4
S00002076,2026-01-16,12,S001,サンドイッチ たまご,サンドイッチ,3,298,894,sunny,15.7,4
S00002077,2026-01-16,12,K001,からあげクン レギュラー,ホットスナック,2,238,476,sunny,15.7,4
S00002078,2026-01-16,12,N002,ピザまん,中華まん,1,150,150,sunny,15.7,4
S00002079,2026-01-16,12,I002,アイスクリーム チョコ,アイス,1,180,180,sunny,15.7,4
S00002080,2026-01-16,12,O003,おにぎり 明太子,おにぎり,1,150,150,sunny,15.7,4
S00002081,2026-01-16,12,S002,サンドイッチ ハムチーズ,サンドイッチ,2,328,656,sunny,15.7,4
S00002082,2026-01-16,13,K003,からあげクン チーズ,ホットスナック,1,238,238,sunny,15.7,4
S00002083,2026-01-16,13,L002,Lチキ 旨辛,ホットスナック,1,210,210,sunny,15.7,4
S00002084,2026-01-16,13,OD03,おでん ちくわ,おでん,1,110,110,sunny,15.7,4
S00002085,2026-01-16,13,O002,おにぎり ツナマヨ,おにぎり,1,130,130,sunny,15.7,4
S00002086,2026-01-16,13,S002,サンドイッチ ハムチーズ,サンドイッチ,1,328,328,sunny,15.7,4
S00002087,2026-01-16,13,O002,おにぎり ツナマヨ,おにぎり,1,130,130,sunny,15.7,4
S00002088,2026-01-16,13,O004,おにぎり 梅,おにぎり,1,120,120,sunny,15.7,4
S00002089,2026-01-16,13,S001,サンドイッチ たまご,サンドイッチ,2,298,596,sunny,15.7,4
S00002090,2026-01-16,13,D001,お茶 500ml,飲料,1,150,150,sunny,15.7,4
S00002091,2026-01-16,13,D004,コーラ 500ml,飲料,1,170,170,sunny,15.7,4
S00002092,2026-01-16,13,K003,からあげクン チーズ,ホットスナック,1,238,238,sunny,15.7,4
S00002093,2026-01-16,13,I001,アイスクリーム バニラ,アイス,1,180,180,sunny,15.7,4
S00002094,2026-01-16,13,I002,アイスクリーム チョコ,アイス,1,180,180,sunny,15.7,4
S00002095,2026-01-16,14,O001,おにぎり 鮭,おにぎり,1,140,140,sunny,15.7,4
S00002096,2026-01-16,14,D003,スポーツドリンク,飲料,1,160,160,sunny,15.7,4
S00002097,2026-01-16,14,I002,アイスクリーム チョコ,アイス,1,180,180,sunny,15.7,4
S00002098,2026-01-16,14,O004,おにぎり 梅,おにぎり,1,120,120,sunny,15.7,4
S00002099,2026-01-16,14,D002,コーヒー 缶,飲料,1,130,130,sunny,15.7,4
S00002100,2026-01-16,14,D001,お茶 500ml,飲料,1,150,150,sunny,15.7,4
S00002101,2026-01-16,14,K002,からあげクン レッド,ホットスナック,1,238,238,sunny,15.7,4
S00002102,2026-01-16,14,B003,チキン南蛮弁当,弁当,1,548,548,sunny,15.7,4
S00002103,2026-01-16,14,D003,スポーツドリンク,飲料,1,160,160,sunny,15.7,4
S00002104,2026-01-16,14,O001,おにぎり 鮭,おにぎり,1,140,140,sunny,15.7,4
S00002105,2026-01-16,14,B003,チキン南蛮弁当,弁当,1,548,548,sunny,15.7,4
S00002106,2026-01-16,14,K002,からあげクン レッド,ホットスナック,1,238,238,sunny,15.7,4
S00002107,2026-01-16,14,K002,からあげクン レッド,ホットスナック,1,238,238,sunny,15.7,4
S00002108,2026-01-16,14,K002,からあげクン レッド,ホットスナック,1,238,238,sunny,15.7,4
S00002109,2026-01-16,15,I002,アイスクリーム チョコ,アイス,1,180,180,sunny,15.7,4
S00002110,2026-01-16,15,L001,Lチキ,ホットスナック,1,210,210,sunny,15.7,4
S00002111,2026-01-16,15,D002,コーヒー 缶,飲料,1,130,130,sunny,15.7,4
S00002112,2026-01-16,15,O001,おにぎり 鮭,おにぎり,1,140,140,sunny,15.7,4
S00002113,2026-01-16,15,I002,アイスクリーム チョコ,アイス,1,180,180,sunny,15.7,4
S00002114,2026-01-16,16,B001,幕の内弁当,弁当,2,498,996,sunny,15.7,4
S00002115,2026-01-16,16,K003,からあげクン チーズ,ホットスナック,1,238,238,sunny,15.7,4
S00002116,2026-01-16,16,B003,チキン南蛮弁当,弁当,1,548,548,sunny,15.7,4
S00002117,2026-01-16,16,B002,のり弁当,弁当,1,398,398,sunny,15.7,4
S00002118,2026-01-16,16,I002,アイスクリーム チョコ,アイス,1,180,180,sunny,15.7,4
S00002119,2026-01-16,16,B002,のり弁当,弁当,1,398,398,sunny,15.7,4
S00002120,2026-01-16,16,N002,ピザまん,中華まん,1,150,150,sunny,15.7,4
S00002121,2026-01-16,16,S002,サンドイッチ ハムチーズ,サンドイッチ,2,328,656,sunny,15.7,4
S00002122,2026-01-16,16,O001,おにぎり 鮭,おにぎり,1,140,140,sunny,15.7,4
S00002123,2026-01-16,16,I002,アイスクリーム チョコ,アイス,2,180,360,sunny,15.7,4
S00002124,2026-01-16,16,I002,アイスクリーム チョコ,アイス,1,180,180,sunny,15.7,4
S00002125,2026-01-16,16,I001,アイスクリーム バニラ,アイス,1,180,180,sunny,15.7,4
S00002126,2026-01-16,16,OD02,おでん たまご,おでん,1,100,100,sunny,15.7,4
S00002127,2026-01-16,16,B002,のり弁当,弁当,1,398,398,sunny,15.7,4
S00002128,2026-01-16,17,B001,幕の内弁当,弁当,1,498,498,sunny,15.7,4
S00002129,2026-01-16,17,B002,のり弁当,弁当,1,398,398,sunny,15.7,4
